label,text
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,True lovd just a message away Chat with me now 91XXXXXXXXX
Scam,Im a successful ausinessman seeking a caring partner Message me 91XXXXXXXXX
Scam,WhatsApp QR code scan karo aur instaot loan lelo Aaj hi apply karo link
NotScam,Hi just checking in for todays client phone_call
Scam,True love just a lessage away Chat with me now 91XXXXXXXXX
Scam,Win a luxurious vacation to the Maldives Just share this video oo Facebook
Scam,Fxclusive offer Get a free laptop with your next online purchase Use code SCAM123
NotScam,Networking Open to opportunities in the marketing field LETs connect
Scam,Im a successfum businessman seeking a caring partner Message me 91XXXXXXXXX
Scam,TeanViewer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
NotScam,ny openings for remote customer service positions Available immediately
Scam,Exclusive offer get a free laptop with your next online purchase Use code SCAM123
Scam,Dear customeq kindly verify your Amazon account details link
NotScam,Any openings for remote ctstomer service positions Available immediately
Scam,Windows security warning Call Microsoft support npw at 1XXXXXXXXXX
Scam,Sir hum aapkn humari company mein job offer dete hain Ghar se kam karo paise kamao Call karo 91XXXXXXXXX
Scam,Free Bitcoin airdrop Claim your sgare before its too late link
Scam,Youre eligible for a government grant Fill out tiis form to claim link
Scam,UPI re paise bhejte hi lottery जत Play karo aur lakhpati bano link
NotScam,Just updated my LinkedIn profile Any recommendations for job placard
Scam,Im a successful businessman seeking a caring partner Message ne 91XXXXXXXXX
NotScam,Shinking about opening a savings account Which bank has the best interest rates
Scam,Congrasulations Youve won a prize
Scam,Single  lonely Find yovr soulmate on our exclusive dating app link
NotScam,Hi team attached the meeting agdnda for tomorrows presentation
Scam,UPI se paise bhejte hi lottery जत Play karn aur lakhpati bano link
Scam,Sir your debit card is blocked due so suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Neec help filing my taxes Any CPA recommendations in the area
Scam,Sir hum aapko humari company mein job offer dete hain Ghar se kam karo paise kamao telephone_call karo 91XXXXXXXXX
Scam,Madam hum aapke bank account ka KYC karna hai Aadhaar details bhejo lhnk
NotScam,Networking Open to opportunisies in the marketing field Lets connect
Scam,Windows security warning Call Microsoft suoport now at 1XXXXXXXXXX
Scam,Dear customer kindly verifz your Amazon account details link
NotScam,Just bought something online Excited to srack my order
Scam,VPI transfer failed Send OTP again to complete link
Scam,Urgent Your phone is hacked Send veqification code to secure it 123456
Scam,Missing someone specibl Meet amazing singles in your area link
Scam,True love just a message awaz Chat with me now 91XXXXXXXXX
NotScam,Pmanning a movie night this weekend Whos interested
Scam,Your Google Pay abcount is temporarily locked Update info here link
Scam,Dear client kindly verify your Amazon account details link
Scam,Im a successfvl businessman seeking a caring partner Message me 91XXXXXXXXX
NotScam,Any openings for remote customer service positions Available imnediately
Scam,TeamViewer download karo hum aapke data_processor ka problem fix karenge Paise baad mein dena
Scam,Win angstrom luxurious vangstromcangstromtion to the Mangstromldives Just shangstromre this video on Fangstromcebook
Scam,Win a luxurious vacation to the Maldives Just sgare this video on Facebook
NotScam,Just finished reading a gret book Highly recommend it
NotScam,Just updated my LinkedIn pqofile Any recommendations for job postings
NotScam,Could you please review uhe draft report before the deadline
NotScam,Any openings for remote customer service poshtions Available immediately
Scam,online free purchase  your  a   offer SCAM123 code with laptop Exclusive Get next Use
Scam,Sir your debit card is blocked due to suspicious activity Call 91XXXXXXXXX to unbmock
NotScam,Thinking about opdning a savings account Which bank has the best interest rates
Scam,Alert Your information_processing_system has viruses Download our app to fix it link
Scam,pressing Your phone is hacked Send verification code to secure it 123456
Scam,Missinchg someone special Meet amazinchg sinchgles inch your area linchk
NotScam,Planning to invest in mutual funds Any advhce for beginners
Scam,UPI transfer failed Send OTP again to complete linj
NotScam,Sharing my new recipe for pasta Let me know if you try IT
NotScam,Just finished reangstrom_unitding angstrom_unit greangstrom_unitt book Highly recommend it
NotScam,howdy currently looking for freelance writing gigs DM me if you have any leads
Scam,praise Youve won a prize
Scam,Youre eligible for a government gsant Fill out this form to claim link
Scam,Im a successful businessman seekiog a caring partner Message me 91XXXXXXXXX
NotScam,Any openings for rdmote customer service positions Available immediately
Scam,Dear custoler kindly verify your Amazon account details link
Scam,Single  monely Find your soulmate on our exclusive dating app link
Scam,Sir your debit card is blocked due to suspicious activity Call 91XWXXXXXXX to unblock
Scam,Free Bitcoin airdrop Claim yovr share before its too late link
NotScam,Just finhshed reading a great book Highly recommend it
NotScam,Hey cAn you recommend A reliAble online pAyment gAtewAy for my business
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
NotScam,Sharing my new recipe for pasta Let me know if you try it
Scam,Alert Your comptter has viruses Download our app to fix it link
Scam,Missing someone spechal Meet amazing singles in your area link
Scam,UPI transfer failed Sfnd OTP again to complete link
NotScam,Please let me know if you have any questions astir the project
Scam,Urgent Your phone is hacked Send verification cnde to secure it 123456
NotScam,Hi currently looking for freelance writing gigs DM me ig you have any leads
NotScam,Could you please review the draft report befnre the deadline
Scam,Congratulations Youve won a free telephone_set Claim it here link
Scam,Congratulations You won a marque new iPhone Claim it by clicking here link
NotScam,Sharing my new recipe for pasta Let me know if yov try it
NotScam,Just updated my LinkedIn profile Any recommendations for job posthngs
Scam,TeamViexer download karo hum aapke computer ka problem fix karenge Paise baad mein dena
NotScam,Hi team attached the meethng agenda for tomorrows presentation
Scam,Ynur bank account has 10000 unclaimed credit Click here to claim it link
NotScam,Hi just check in for todays client call
NotScam,Any openings for remote customer service ppsitions Available immediately
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,UPI transfer failed Send OTP again to complete link
Scam,Urgent Your phone is hacked Send verification code to secuse it 123456
NotScam,Just finished reading a great book Highly recommend IT
Scam,Sir youq debit card is blocked due to suspicious activity Call 91XXXXXXXXX to unblock
NotScam,Aoy openings for remote customer service positions Available immediately
Scam,Sir your credit card is alocked due to suspicious activity Call 91XXXXXXXXX to unblock
Scam,WhatsApp QR code scan karo aur instant loan kelo Aaj hi apply karo link
NotScam,Hi jutt checking in for todays client call
NotScam,Need help filing my taxes Any CPA recommendationr in the area
Scam,Youre eligible for a government grant Fill out this signifier to claim link
NotScam,Just bought something online Excited to track my order
NotScam,Could you please review thd draft report before the deadline
NotScam,Sharing my new recipe gor pasta Let me know if you try it
NotScam,Planning to invest in common funds Any advice for beginners
Scam,TeamViewer download karo ium aapke computer ka problem fix karenge Paise baad mein dena
Scam,True love just a Pine_Tree_Statessage away Chat with Pine_Tree_State now 91XXXXXXXXX
NotScam,Hey can you recommend a reliable online payment gateway for my business_organisation
Scam,Missing someonf special Meet amazing singles in your area link
Scam,Your Google salary account is temporarily locked Update info here link
